,Text,Positive,Negative,Neutral,Compound,Username,Time Zone,Timestamp,Time,Year,Month,Day,Hour,Minute
10491,i popped my pipcorn for nothing!!!   the gooddoctor not airing today!!!! #sad #meandthispopcornalone #thegooddoctor @thegooddoctor,0.0,0.0,1.0,0.0,angeldesnuda,None,1.51003e+12,11/6/17 19:56,2017,11,6,19,56
10495,i popped my popcorn for nothing!!! @thegooddoctor is not airing tonight!!!_Ÿ˜__Ÿ˜__Ÿ˜__Ÿ˜_  #sad #whatdoidowiththepopcornnow  #thegooddoctor,0.0,0.0,1.0,0.0,angeldesnuda,None,1.51003e+12,11/6/17 19:59,2017,11,6,19,59
10496,no new episode of #thegooddoctor this week! why oh why??? _Ÿ˜·_Ÿ˜·_Ÿ˜·,0.0,0.233,0.767,-0.4646,mistercailao,Singapore,1.51003e+12,11/6/17 19:59,2017,11,6,19,59
10498,next week on #thegooddoctor  shaun murphy will have a rather relatable case https://t.co/cgka3o5gmh,0.0,0.0,1.0,0.0,MattCarterMedia,Eastern Time (US & Canada),1.51003e+12,11/6/17 20:02,2017,11,6,20,2
10499,@gooddoctorabc this is not my day or night! miss you tonight @gooddoctorabc _Ÿ˜®_Ÿ™Å #thegooddoctor,0.0,0.127,0.873,-0.2244,MelissaAnn119,None,1.51003e+12,11/6/17 20:03,2017,11,6,20,3
10500,sit down to watch my show #thegooddoctor and find out it's not on until next week,0.0,0.0,1.0,0.0,GornallDave,None,1.51003e+12,11/6/17 20:03,2017,11,6,20,3
10501,fell asleep at 7:30  woke up and remembered it's monday and #thegooddoctor is on!  then remembered they're skipping this week._Ÿ˜”_Ÿ˜”_Ÿ˜”,0.0,0.0,1.0,0.0,mamabear_kelsey,Mazatlan,1.51003e+12,11/6/17 20:03,2017,11,6,20,3
10507,sad #thegooddoctor isnâ€™t on tonight. _Ÿ˜” next week it is so yayyy.,0.0,0.22,0.78,-0.4767,Aushie14,Pacific Time (US & Canada),1.51003e+12,11/6/17 20:07,2017,11,6,20,7
10509,#thegooddoctor marco's mom is something else. wouldn't want her as an in-law. https://t.co/wzaoy7qitp,0.0,0.092,0.908,-0.0572,pgdn74,None,1.51003e+12,11/6/17 20:07,2017,11,6,20,7
10510,wtf! no offense but i don't care about luke bryan if he's fucking with my show #thegooddoctor @abcnetwork @gooddoctorabc,0.0,0.397,0.603,-0.8039,nomadicmarauder,Arizona,1.51003e+12,11/6/17 20:09,2017,11,6,20,9
10511,iï¸è need new episodes of #thegooddoctor,0.0,0.0,1.0,0.0,_MostHated24,None,1.51003e+12,11/6/17 20:09,2017,11,6,20,9
10513,freddie highmore is fucking phenomenal,0.0,0.0,1.0,0.0,ns0n,Pacific Time (US & Canada),1.51003e+12,11/6/17 20:12,2017,11,6,20,12
10519,#thegooddoctor phenomenon:david shore says he couldnâ€™t have made this show a decade ago but now itâ€™s ahit https://t.co/zhdowvp8fc @indiewire,0.0,0.0,1.0,0.0,geraghtyvl,Eastern Time (US & Canada),1.51003e+12,11/6/17 20:20,2017,11,6,20,20
10520,why are so many people watching #thegooddoctor ? https://t.co/jr4rmsqw99 via @thedailybeast,0.0,0.0,1.0,0.0,SHtoRaftel,None,1.51003e+12,11/6/17 20:23,2017,11,6,20,23
10522,not pleased at all with @abcnetwork not playing #thegooddoctor not at all #pissed  #abc #buhbye,0.0,0.235,0.765,-0.4585,Vamarillas,Pacific Time (US & Canada),1.51003e+12,11/6/17 20:24,2017,11,6,20,24
10528,no operating table? no problem! _Ÿ’‰ #thegooddoctor - tonight at 8.30 https://t.co/s644s3gzk6,0.0,0.48,0.52,-0.75,GWN7,Perth,1.51003e+12,11/6/17 20:30,2017,11,6,20,30
10529,damn.. i forgot thereâ€™s no #thegooddoctor tonight.. _Ÿ˜©_Ÿ˜¢,0.0,0.268,0.732,-0.296,daujahboo1,Arizona,1.51003e+12,11/6/17 20:31,2017,11,6,20,31
10531,@abcnetwork youâ€™ve outdone yourselves. #thegooddoctor #bravo,0.0,0.0,1.0,0.0,ChrisShurley,Atlantic Time (Canada),1.51003e+12,11/6/17 20:38,2017,11,6,20,38
10533,i actually didn't know the good doctor had taken over the #1 spot from this is us,0.0,0.138,0.862,-0.3412,_hopepeacelove,None,1.51003e+12,11/6/17 20:47,2017,11,6,20,47
10534,earlier today my 3 year old niece came ask me what time #thegooddoctor came on. the show is a hit with all ages _Ÿ˜‚,0.0,0.0,1.0,0.0,_hopepeacelove,None,1.51003e+12,11/6/17 20:48,2017,11,6,20,48
10538,no #thegooddoctor this week. i am sad.,0.0,0.57,0.43,-0.6486,flailingbloo,Beijing,1.51003e+12,11/6/17 20:56,2017,11,6,20,56
10539,missed you tonight...#thegooddoctor . https://t.co/loby1mgkzu,0.0,0.423,0.577,-0.296,kekejoi,None,1.51003e+12,11/6/17 20:57,2017,11,6,20,57
10542,thegooddoctor  dr. (nick gonzalez)  only let dr. shaun murphy (freddie highmore) only hold theâ€_ https://t.co/novx56efqj,0.0,0.0,1.0,0.0,TheGoodDrFans,None,1.51003e+12,11/6/17 21:04,2017,11,6,21,4
10543,hooked on #thegooddoctor https://t.co/6wlg8kmuca,0.0,0.0,1.0,0.0,ceriheart_xoxo,None,1.51003e+12,11/6/17 21:06,2017,11,6,21,6
10547,dr shaun murphy as b @ abc/disney studios https://t.co/eytlwmlod0,0.0,0.0,1.0,0.0,TheGoodDrFans,None,1.51003e+12,11/6/17 21:08,2017,11,6,21,8
10550,my take on why @gooddoctorabc is such a smash hit. https://t.co/utysh7ikdj,0.0,0.0,1.0,0.0,ScatterBrain21,Pacific Time (US & Canada),1.51003e+12,11/6/17 21:16,2017,11,6,21,16
10552,no @gooddoctorabc tonight _Ÿ˜© iâ€™ll miss you guys!!! @iamnickgonzalez @freddiehighmore #thegooddoctor https://t.co/8mgtoq9kso,0.0,0.319,0.681,-0.5684,jody_guest,None,1.51003e+12,11/6/17 21:22,2017,11,6,21,22
10554,just remembered #thegooddoctor is not on tonight.... iâ€™ve been waiting for nothing https://t.co/xypbmb78aw,0.0,0.0,1.0,0.0,itsmissellen,None,1.51003e+12,11/6/17 21:25,2017,11,6,21,25
10556,i cannot remember the last time i was upset because my show was not airing on itâ€™s regularly scheduled day!_Ÿ˜¢_Ÿ˜¢_Ÿ˜¢ #thegooddoctor,0.0,0.138,0.862,-0.4389,Jalene_20_,Mountain Time (US & Canada),1.51003e+12,11/6/17 21:27,2017,11,6,21,27
10557,i donâ€™t watch a lot of tv  but when i do  itâ€™s on monday nights. #dwts #thegooddoctor @abcnetwork,0.0,0.0,1.0,0.0,mcoloma91,Pacific Time (US & Canada),1.51003e+12,11/6/17 21:29,2017,11,6,21,29
10562,i might miss #thegooddoctor today. too lazy to get outta bed.,0.0,0.339,0.661,-0.4767,IamPhreedah,Pacific Time (US & Canada),1.51003e+12,11/6/17 21:41,2017,11,6,21,41
10574,is this luke bryan thing on instead of the #gooddoctor????? f no,0.0,0.24,0.76,-0.4871,is_a_bella,Alaska,1.51003e+12,11/6/17 22:02,2017,11,6,22,2
10576,omg i was waiting for #gooddoctor this whole time _Ÿ˜‘,0.0,0.0,1.0,0.0,mizerabelles,Pacific Time (US & Canada),1.51003e+12,11/6/17 22:03,2017,11,6,22,3
10578,iâ€™m sad now. thereâ€™s no #thegooddoctor _Ÿ˜_ _Ÿ˜¢_Ÿ˜_,0.0,0.469,0.531,-0.6486,ElleCabron,Pacific Time (US & Canada),1.51003e+12,11/6/17 22:04,2017,11,6,22,4
10586,no #gooddoctor today?,0.0,0.524,0.476,-0.296,hayasent,Pacific Time (US & Canada),1.51004e+12,11/6/17 22:17,2017,11,6,22,17
10588,power punched month! #absentia #blindspot #thegooddoctor #lucifer #theflash #legendsoftomorrow #riverdale #mrrobotâ€_ https://t.co/g4ndwinrcf,0.0,0.0,1.0,0.0,colors_infinity,Mumbai,1.51004e+12,11/6/17 22:18,2017,11,6,22,18
10591,my feelings without  #thegooddoctor tonight _Ÿ˜__Ÿ˜è @abcnetwork @gooddoctorabc _Ÿ˜”_Ÿ˜–_Ÿ˜Ÿ https://t.co/u3vuik9zu9,0.0,0.0,1.0,0.0,RiCrane9418,None,1.51004e+12,11/6/17 22:20,2017,11,6,22,20
10595,i'm genuinely so sad #thegooddoctor isn't on i forgot they're taking a break and i was looking forward to it all day _Ÿ˜©,0.0,0.174,0.826,-0.6113,Fovvs_lilcacti,None,1.51004e+12,11/6/17 22:28,2017,11,6,22,28
10597,watching charlie and the chocolate factory and forgot freddie highmore was the lead actor _Ÿ_”,0.0,0.0,1.0,0.0,LovelyMissAlexa,Central Time (US & Canada),1.51004e+12,11/6/17 22:49,2017,11,6,22,49
10598,#thegooddoctor is the fall's biggest new hit. creator david shore on why he thinks it wouldn't have been made a decâ€_ https://t.co/gby4bc2tnq,0.0,0.0,1.0,0.0,IndieWire,Eastern Time (US & Canada),1.51004e+12,11/6/17 22:50,2017,11,6,22,50
10603,#thegooddoctor is the fall's biggest new hit. creator david shore on why he thinks it wouldn't have been made a deâ€_ https://t.co/abj4oyuxvy,0.0,0.0,1.0,0.0,NerdMusicRadio,None,1.51004e+12,11/6/17 22:56,2017,11,6,22,56
10609,what i really need in my life right now is crossover episode of #greysanatomy  and #thegooddoctor.,0.0,0.0,1.0,0.0,Priantha_Chetty,Athens,1.51004e+12,11/6/17 23:04,2017,11,6,23,4
10612,it's all about the facial expression _Ÿ˜‚_Ÿ˜‚_Ÿ˜‚ #thegooddoctor https://t.co/zb9jshcyat,0.0,0.0,1.0,0.0,Spencer2671,None,1.51004e+12,11/6/17 23:21,2017,11,6,23,21
10618,sorry doctor shaun murphy isn't on call right now... you'll have to wait till next monday... #thegooddoctor https://t.co/nnvzrhoeej,0.0,0.071,0.929,-0.0772,PsychoBates_,Arizona,1.51004e+12,11/6/17 23:41,2017,11,6,23,41
10620,"@channel7 is it possible to remove the ""what's wrong with him"" line from #thegooddoctor ad? as someone who lives onâ€_ https://t.co/nh3ilxnszv",0.0,0.134,0.866,-0.4767,generalegendary,Sydney,1.51004e+12,11/6/17 23:48,2017,11,6,23,48
10623,omg i just noticed that the kid from charlie and the chocolate factory is my husband freddie highmore!!!,0.0,0.0,1.0,0.0,luciaxxbeach,Pacific Time (US & Canada),1.51004e+12,11/6/17 23:58,2017,11,6,23,58
10626,tonight on _Ÿ“º  â€¢ #instanthotel premiere: 7  â€¢ #thegooddoctor: 7  â€¢ #jamieoliver: 10  â€¢ #ncis  â€¢ #9familyfoodfight  â€¢â€_ https://t.co/eo17smu006,0.0,0.0,1.0,0.0,MrTVAus,None,1.51004e+12,11/7/17 0:17,2017,11,7,0,17
10629,-freddie highmore february 14th  1992 https://t.co/h6ov4piv82,0.0,0.0,1.0,0.0,badmoonx,None,1.51004e+12,11/7/17 0:31,2017,11,7,0,31
10630,my tuesday wont be the same _Ÿ˜_ till november 13th #thegooddoctor,0.0,0.0,1.0,0.0,GeofreyEileen,None,1.51004e+12,11/7/17 0:37,2017,11,7,0,37
10632,no new episode today. darn! #thegooddoctor _Ÿ˜ª,0.0,0.293,0.707,-0.3595,Its_kEzia04,Beijing,1.51004e+12,11/7/17 0:56,2017,11,7,0,56
10634,@youtuberherman well... itâ€™ll be uploaded every friday. #thegooddoctor _Ÿ™è_Ÿè_,0.0,0.0,1.0,0.0,DaggieYT,None,1.51005e+12,11/7/17 1:18,2017,11,7,1,18
10636,-i don't want love -okay  do you want breakfast? -can i have 4 pancakes instead of 3? -you can have 5 -no i only want 4 #thegooddoctor,0.0,0.413,0.587,-0.8053,ohChristine,Baghdad,1.51005e+12,11/7/17 1:32,2017,11,7,1,32
10638,its #thegooddoctor time _Ÿ™Œ_Ÿè» https://t.co/eyjvyuhqkl,0.0,0.0,1.0,0.0,greysfan,Sydney,1.51005e+12,11/7/17 1:40,2017,11,7,1,40
10639,#thegooddoctor is on https://t.co/ihysnusljy,0.0,0.0,1.0,0.0,_ebonilee,Hawaii,1.51005e+12,11/7/17 1:42,2017,11,7,1,42
10640,thereâ€™s a dr bender? _Ÿ˜‚ #thegooddoctor,0.0,0.0,1.0,0.0,greysfan,Sydney,1.51005e+12,11/7/17 1:45,2017,11,7,1,45
10646,charlie bucket grew up well_Ÿ˜ç_Ÿ˜ç @freddiehighmore #gooddoctor #charliebucket #charlieandthechocolatefactory,0.0,0.0,1.0,0.0,CaitlinS45,Melbourne,1.51005e+12,11/7/17 1:58,2017,11,7,1,58
10647,oh no flashback _Ÿ˜_ #thegooddoctor,0.0,0.355,0.645,-0.296,greysfan,Sydney,1.51005e+12,11/7/17 1:59,2017,11,7,1,59
10649,uh oh. #thegooddoctor,0.0,0.0,1.0,0.0,greysfan,Sydney,1.51005e+12,11/7/17 2:02,2017,11,7,2,2
10650,is he going to slushy the liver? #thegooddoctor,0.0,0.0,1.0,0.0,greysfan,Sydney,1.51005e+12,11/7/17 2:08,2017,11,7,2,8
10651,oh he is slushying the liver _Ÿ˜‚_Ÿ˜‚_Ÿ˜‚_Ÿ˜‚_Ÿ˜‚ #thegooddoctor,0.0,0.0,1.0,0.0,greysfan,Sydney,1.51005e+12,11/7/17 2:10,2017,11,7,2,10
10652,a whole lot of ego on this show  #thegooddoctor,0.0,0.0,1.0,0.0,greysfan,Sydney,1.51005e+12,11/7/17 2:13,2017,11,7,2,13
10653,#thegooddoctor is my new favourite show  (after #homeandaway),0.0,0.0,1.0,0.0,DrEvelyneTadros,Pacific Time (US & Canada),1.51005e+12,11/7/17 2:14,2017,11,7,2,14
10655,vera farmiga and freddie highmore are two very underrated actors,0.0,0.0,1.0,0.0,slagathoe,Sydney,1.51005e+12,11/7/17 2:18,2017,11,7,2,18
10657,you dont even know how to do math  u even a doctor?  doc to doc.  ~thegooddoctor,0.0,0.0,1.0,0.0,aslanwesson1,London,1.51005e+12,11/7/17 2:19,2017,11,7,2,19
10658,letâ€™s just stop traffic to fix the liver _Ÿ˜‚_Ÿ˜‚_Ÿ˜‚_Ÿ˜‚_Ÿ˜‚ #thegooddoctor,0.0,0.196,0.804,-0.296,greysfan,Sydney,1.51005e+12,11/7/17 2:21,2017,11,7,2,21
10659,6 episodes in and a 2 week wait for these two already breaks me _Ÿ˜_ #thegooddoctor https://t.co/weqgow7mui,0.0,0.0,1.0,0.0,tracyschmosby,Pacific Time (US & Canada),1.51005e+12,11/7/17 2:22,2017,11,7,2,22
10661,#thegooddoctor we saw half this episode on the ads for it and speaking of ads @prime7tv you really need to stop. there's just too many.,0.0,0.093,0.907,-0.3535,ChantelleMiss,None,1.51005e+12,11/7/17 2:24,2017,11,7,2,24
10662,if you let him die i will have killed my father. ouch. #thegooddoctor,0.0,0.457,0.543,-0.8555,greysfan,Sydney,1.51005e+12,11/7/17 2:28,2017,11,7,2,28
10663,damn it #thegooddoctor,0.0,0.574,0.426,-0.4019,greysfan,Sydney,1.51005e+12,11/7/17 2:31,2017,11,7,2,31
10664,no new episode for #thegooddoctor (sigh),0.0,0.306,0.694,-0.296,linelineline5,Singapore,1.51005e+12,11/7/17 2:38,2017,11,7,2,38
10665,awww. shaun is lonely :( #thegooddoctor,0.0,0.574,0.426,-0.6597,greysfan,Sydney,1.51005e+12,11/7/17 2:39,2017,11,7,2,39
10667,@gooddoctorabc it's hit australian screens and i'm obsessed! #thegooddoctor #awesome,0.0,0.181,0.819,-0.2481,MelSturgeon,None,1.51005e+12,11/7/17 2:47,2017,11,7,2,47
10668,#gooddoctor  no show tonight! why??,0.0,0.416,0.584,-0.4314,shweqa_,None,1.51005e+12,11/7/17 2:48,2017,11,7,2,48
10672,does anyone else not like #thegooddoctor?,0.0,0.297,0.703,-0.2755,seamstress82,None,1.51005e+12,11/7/17 3:10,2017,11,7,3,10
10676,@wigglemum @ew which show are you talking about?? _Ÿ_”  #gooddoctor #thegooddoctor,0.0,0.0,1.0,0.0,maazkalim,Kolkata,1.51005e+12,11/7/17 3:12,2017,11,7,3,12
10678,@shorez  be the last to do this type of shit. @gooddoctorabc #gooddoctor your so full of shit benefiting off peopleâ€™s hard work and ideas...,0.0,0.291,0.709,-0.8225,WillzNguyen,None,1.51005e+12,11/7/17 3:21,2017,11,7,3,21
10683,trying out #thegooddoctor,0.0,0.0,1.0,0.0,imjoycelapuz,None,1.51006e+12,11/7/17 3:48,2017,11,7,3,48
10684,i fell asleep before #thegooddoctor came on last night _Ÿ˜_,0.0,0.0,1.0,0.0,TwoSevenAnt,Quito,1.51006e+12,11/7/17 3:56,2017,11,7,3,56
10686,damn. sobs2 #thegooddoctor s01e06,0.0,0.474,0.526,-0.4019,datukhensem,Kuala Lumpur,1.51006e+12,11/7/17 4:13,2017,11,7,4,13
10687,@greysfan night mate! i gotta buy #thegooddoctor on dvd  looks great..:),0.0,0.0,1.0,0.0,LittleAussie_Me,Brisbane,1.51006e+12,11/7/17 4:15,2017,11,7,4,15
10688,i like.._Ÿ˜”_Ÿ’˜  #thegooddoctor  @iamnickgonzalez https://t.co/j6jzksx3h0,0.0,0.0,1.0,0.0,raw__900,Riyadh,1.51006e+12,11/7/17 4:16,2017,11,7,4,16
10689,i like.._Ÿ˜”_Ÿ’˜ @iamnickgonzalez  #thegooddoctor https://t.co/wgleb0fpou,0.0,0.0,1.0,0.0,raw__900,Riyadh,1.51006e+12,11/7/17 4:19,2017,11,7,4,19
10692,i fear freddie highmore https://t.co/akqypiinr6,0.0,0.516,0.484,-0.4939,hausofemmaa,Hawaii,1.51006e+12,11/7/17 4:29,2017,11,7,4,29
10693,bithchc freddie highmore looks so different where is the charlie bucket i know https://t.co/abthd4lgc2,0.0,0.0,1.0,0.0,letniallrap,Beijing,1.51006e+12,11/7/17 4:29,2017,11,7,4,29
10694,@arababaah @m7md_klopp freddie highmore &lt;3 https://t.co/hnr4khmw5t,0.0,0.0,1.0,0.0,TheDortmundGuY,West Central Africa,1.51006e+12,11/7/17 4:36,2017,11,7,4,36
10695,the #gooddoctor is awkward,0.0,0.348,0.652,-0.1531,bado_west,None,1.51006e+12,11/7/17 4:51,2017,11,7,4,51
10697,reminder that freddie highmore is a phenomenal actor and deserves more recognition,0.0,0.0,1.0,0.0,GilliesThough,Central Time (US & Canada),1.51006e+12,11/7/17 5:01,2017,11,7,5,1
10700,wahhh why wasnâ€™t #thegooddoctor not on last night?? _Ÿ˜©,0.0,0.0,1.0,0.0,Mindy_Meredith,Quito,1.51006e+12,11/7/17 5:22,2017,11,7,5,22
10705,quite sad there's no #thegooddoctor this week _Ÿ˜¢_Ÿ˜¢_Ÿ˜¢_Ÿ˜¢,0.0,0.494,0.506,-0.7056,annedylee,Pacific Time (US & Canada),1.51006e+12,11/7/17 5:47,2017,11,7,5,47
10706,now watching #thegooddoctor,0.0,0.0,1.0,0.0,iamdhine_03,Alaska,1.51006e+12,11/7/17 5:48,2017,11,7,5,48
10708,watched the first 2 episodes of @gooddoctorabc and im already addicted. #thegooddoctor,0.0,0.0,1.0,0.0,ktpops1,Casablanca,1.51006e+12,11/7/17 6:01,2017,11,7,6,1
10714,the latest qporit: tweetnews! https://t.co/1coisk2xjy #thegooddoctor #thewalkingdead,0.0,0.0,1.0,0.0,QPORIT,Eastern Time (US & Canada),1.51006e+12,11/7/17 6:25,2017,11,7,6,25
10715,shaun murphy v mark king is live on @itv4  won't take them long to beat my career-high break of 17 _Ÿ˜‚  bet in-play _Ÿ‘‰â€_ https://t.co/n0do2qdzvq,0.0,0.0,1.0,0.0,SunBets,London,1.51007e+12,11/7/17 6:35,2017,11,7,6,35
10716,woke up to watch #gooddoctor and woke up to nothing. https://t.co/eyx9di7fha,0.0,0.0,1.0,0.0,rcolunga25,None,1.51007e+12,11/7/17 6:41,2017,11,7,6,41
10717,is there no new episode of the #thegooddoctor today? _Ÿ˜_ #abc #freddiehighmore,0.0,0.167,0.833,-0.296,marymemary13,Singapore,1.51007e+12,11/7/17 6:48,2017,11,7,6,48
10719,a whole two weeks without your favorite tv series _Ÿ˜¥ #thegooddoctor https://t.co/f9igmcch8s,0.0,0.199,0.801,-0.357,Aryska_,Perth,1.51007e+12,11/7/17 6:49,2017,11,7,6,49
10722,#thegooddoctor  wasn't aired lastnight ?,0.0,0.0,1.0,0.0,Tashiboo_M,None,1.51007e+12,11/7/17 7:02,2017,11,7,7,2
10724,#thegooddoctor season 1  episode 8: apple https://t.co/bghbreqtci,0.0,0.0,1.0,0.0,spoilergeek,Pacific Time (US & Canada),1.51007e+12,11/7/17 7:06,2017,11,7,7,6
10726,@frankarmy i ain't a mo...but ..the good doctor... is the shizz,0.0,0.231,0.769,-0.3412,Phantomjoe86Joe,None,1.51007e+12,11/7/17 7:23,2017,11,7,7,23
10727,tas dr shaun murphy pa darnnnnn stop with the feels ngaaa 1 night lang,0.0,0.155,0.845,-0.296,Chewytoufic,Beijing,1.51007e+12,11/7/17 7:23,2017,11,7,7,23
10728,the magician shaun murphy up next on #itv4 taking on mark king for a 1/4 final spot at the #championofchampionsâ€_ https://t.co/flqb38ebzj,0.0,0.0,1.0,0.0,CorbettSports,Pacific Time (US & Canada),1.51007e+12,11/7/17 7:27,2017,11,7,7,27
10729,next up this afternoon: shaun murphy v mark king,0.0,0.0,1.0,0.0,CrucibleUpdates,None,1.51007e+12,11/7/17 7:27,2017,11,7,7,27
10730,if only i had money in my itunes acc _Ÿ’” #thegooddoctor https://t.co/rf6cwcrpib,0.0,0.0,1.0,0.0,ImpracticalTiff,Eastern Time (US & Canada),1.51007e+12,11/7/17 7:34,2017,11,7,7,34
10732,freddie highmore atuando com maestria,0.0,0.0,1.0,0.0,rafqz,Brasilia,1.51007e+12,11/7/17 7:41,2017,11,7,7,41
10733,mark king vs shaun murphy now underway #championofchampions #snooker #teamkdog,0.0,0.0,1.0,0.0,Kingy147Fans,None,1.51007e+12,11/7/17 7:42,2017,11,7,7,42
10735,gonna watch #thegooddoctor even though i have an essay due _Ÿ™ƒ,0.0,0.0,1.0,0.0,AliyahSarah500,London,1.51007e+12,11/7/17 7:48,2017,11,7,7,48
10736,is it not on!! #thegooddoctor,0.0,0.0,1.0,0.0,AliyahSarah500,London,1.51007e+12,11/7/17 7:50,2017,11,7,7,50
10737,omg i cried watching episode 5 #thegooddoctor,0.0,0.394,0.606,-0.3818,dickgraysonnn,Singapore,1.51007e+12,11/7/17 7:51,2017,11,7,7,51
10739,doctor shaun murphy's fangirling time! #thegooddoctor âù_âù_âù_ https://t.co/mvk4x5uwee,0.0,0.0,1.0,0.0,utamirizki,Jakarta,1.51007e+12,11/7/17 7:56,2017,11,7,7,56
10740,does anyone know why #thegooddoctor wasn't on last night??,0.0,0.0,1.0,0.0,onechicagofam,None,1.51007e+12,11/7/17 8:00,2017,11,7,8,0
10743,what no #thegooddoctor this week? i needed my fix! #sad #depressionsetsin,0.0,0.217,0.783,-0.3595,Ziptduda,Arizona,1.51007e+12,11/7/17 8:14,2017,11,7,8,14
10747,#thegooddoctor bravo! the sixth episode was very  very good...,0.0,0.0,1.0,0.0,mahamitram,Brasilia,1.51007e+12,11/7/17 8:28,2017,11,7,8,28
10753,theyre not showing the good doctor this week whyyy _Ÿ˜_,0.0,0.211,0.789,-0.3412,scarsgardt,Kuala Lumpur,1.51007e+12,11/7/17 8:39,2017,11,7,8,39
10759,@dcherring @ericgarland @drdenagrayson salvador dali has nothing on the good doctor.,0.0,0.194,0.806,-0.3412,lauferlaw,Eastern Time (US & Canada),1.51007e+12,11/7/17 8:50,2017,11,7,8,50
10768,where is my show? i need my show!!! #thegooddoctor https://t.co/g411ldyyl4,0.0,0.0,1.0,0.0,4lex_Gam3r_,Central Time (US & Canada),1.51008e+12,11/7/17 9:19,2017,11,7,9,19
10770,this #thread is why inc does not allow the good doctor to speak much i suppose. _Ÿ˜è_Ÿ˜è https://t.co/s9pwojefec,0.0,0.214,0.786,-0.4717,JyotiSNK,Pacific Time (US & Canada),1.51008e+12,11/7/17 9:22,2017,11,7,9,22
10771,#thegooddoctor shaun: i don't want love   i want 4 pancakes instead of 3 _Ÿ¥_ https://t.co/tvkpazpxag,0.0,0.421,0.579,-0.5875,m__alshmaly,Baghdad,1.51008e+12,11/7/17 9:29,2017,11,7,9,29
10773,skipping the â€œ5 ways to change the worlds as a vetâ€ù lecture because my path is already decided. #autism #veterinary #thegooddoctor,0.0,0.0,1.0,0.0,SaraChilders,Eastern Time (US & Canada),1.51008e+12,11/7/17 9:48,2017,11,7,9,48
10774,after 3 episodes #thegooddoctor is the most-watched american show. it focuses on a young surgeon w/ #autism at workâ€_ https://t.co/att7ejbswg,0.0,0.0,1.0,0.0,LEADCtr,None,1.51008e+12,11/7/17 10:00,2017,11,7,10,0
10775,@brummie1232 @yepblindtbh shaun murphy has had a horrible run today!,0.0,0.322,0.678,-0.5848,donnie_darko9,None,1.51008e+12,11/7/17 10:04,2017,11,7,10,4
10777,#thegooddoctor is the first prime-time series w/ a protagonist on the #autism spectrum - have you watched the show?â€_ https://t.co/2r1mmljiud,0.0,0.0,1.0,0.0,PCDAkids,Pacific Time (US & Canada),1.51008e+12,11/7/17 10:05,2017,11,7,10,5
10779,dr. shaun murphy will be back monday at 10/8mt. #thegooddoctor https://t.co/bzgcknnvzr,0.0,0.0,1.0,0.0,CTV_Television,Eastern Time (US & Canada),1.51008e+12,11/7/17 10:18,2017,11,7,10,18
10782,knew this would be a cagey match - shaun murphy slows the pace down all the time _Ÿ’_ @champofchamps,0.0,0.0,1.0,0.0,ccfcfan,London,1.51008e+12,11/7/17 10:23,2017,11,7,10,23
10783,shaun murphy / mark king face swap. #snooker #coc #147sf #champofchamps https://t.co/okp0skbqud,0.0,0.0,1.0,0.0,PseudoRolf,Athens,1.51008e+12,11/7/17 10:23,2017,11,7,10,23
10784,one sided fifth frame for shaun murphy  he takes a 3-2 lead. pressure on now for mark! #championofchampions #snooker #teamkdog,0.0,0.122,0.878,-0.3595,Kingy147Fans,None,1.51008e+12,11/7/17 10:24,2017,11,7,10,24
